ProbID	Question	QuestionType	Answer	Method
8	The remote control did not interfere with my grip or steering.	Likert	3	Indirect Touch (Remote)
8	I enjoyed using this remote control.	Likert	3	Indirect Touch (Remote)
8	Which input method did you find the best overall?	Overall	Buttons (Remote)	Overall
8	Which input method did you find the easiest to use?	Overall	Buttons (Remote)	Overall
8	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
8	Which input method allowed you to select the targets most accurately?	Overall	Buttons (Remote)	Overall
8	Which input method allowed you to access the targets the quickest?	Overall	Analog Stick (Remote)	Overall
8	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
8	Do you have any suggestions for improving the input methods?	Overall		Overall
9	How old are you?	General	45	General
9	What is your gender?	General	Male	General
9	How often do you ride a bicycle?	General	At least once a year	General
9	Which types of bicycles have you ridden so far?	General	Mountain bike	General
9	How often do you use a smartphone while riding a bicycle?	General	1	General
9	If you used a smartphone while riding a bicycle, what did you do with it?	General	Looked up information on the Internet or for driving directions;Use a smartphone for music control	General
9	In what environment did you use your smartphone while riding your bicycle?	General	Main road;Side road;Cycle lane / Cycle path	General
9	How did you use a smartphone while riding your bicycle?	General	Voice assistent;Headphone remote control	General
9	How safe did you feel while operating the device?	Likert	2	Buttons (Remote)
9	How comfortable did you feel?	Likert	1	Buttons (Remote)
9	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
9	I could reach the targets precisely with the input method.	Likert	4	Buttons (Remote)
9	I could focus on cycling while using the input method.	Likert	3	Buttons (Remote)
9	The input felt physically effortless.	Likert	3	Buttons (Remote)
9	The remote control did not interfere with my grip or steering.	Likert	1	Buttons (Remote)
9	I enjoyed using this remote control.	Likert	3	Buttons (Remote)
9	How safe did you feel while operating the device?	Likert	3	Analog Stick (Remote)
9	How comfortable did you feel?	Likert	4	Analog Stick (Remote)
9	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
9	I could reach the targets precisely with the input method.	Likert	3	Analog Stick (Remote)
9	I could focus on cycling while using the input method.	Likert	3	Analog Stick (Remote)
9	The input felt physically effortless.	Likert	4	Analog Stick (Remote)
9	The remote control did not interfere with my grip or steering.	Likert	3	Analog Stick (Remote)
9	I enjoyed using this remote control.	Likert	4	Analog Stick (Remote)
9	How safe did you feel while operating the device?	Likert	5	Direct Touch (Tablet)
9	How comfortable did you feel?	Likert	5	Direct Touch (Tablet)
9	I could focus on cycling while using the input method.	Likert	4	Direct Touch (Tablet)
9	The input felt physically effortless.	Likert	3	Direct Touch (Tablet)
9	I found it easy to understand how to use the input method.	Likert	5	Direct Touch (Tablet)
9	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	4	Direct Touch (Tablet)
9	I could reach the targets precisely with the input method.	Likert	5	Direct Touch (Tablet)
9	How safe did you feel while operating the device?	Likert	5	Indirect Touch (Remote)
9	How comfortable did you feel?	Likert	1	Indirect Touch (Remote)
9	I found it easy to understand how to use the input method.	Likert	5	Indirect Touch (Remote)
9	I could reach the targets precisely with the input method.	Likert	1	Indirect Touch (Remote)
9	I could focus on cycling while using the input method.	Likert	2	Indirect Touch (Remote)
9	The input felt physically effortless.	Likert	1	Indirect Touch (Remote)
9	The remote control did not interfere with my grip or steering.	Likert	4	Indirect Touch (Remote)
9	I enjoyed using this remote control.	Likert	3	Indirect Touch (Remote)
9	Which input method did you find the best overall?	Overall	Analog Stick (Remote)	Overall
9	Which input method did you find the easiest to use?	Overall	Direct Touch (Tablet)	Overall
9	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
9	Which input method allowed you to select the targets most accurately?	Overall	Direct Touch (Tablet)	Overall
9	Which input method allowed you to access the targets the quickest?	Overall	Direct Touch (Tablet)	Overall
9	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Analog Stick (Remote)	Overall
9	Do you have any suggestions for improving the input methods?	Overall		Overall
10	How old are you?	General	31	General
10	What is your gender?	General	Female	General
10	How often do you ride a bicycle?	General	Never	General
10	Which types of bicycles have you ridden so far?	General	Mountain bike	General
10	How often do you use a smartphone while riding a bicycle?	General	1	General
10	If you used a smartphone while riding a bicycle, what did you do with it?	General	Use a smartphone for music control	General
10	In what environment did you use your smartphone while riding your bicycle?	General	Side road;Country lane	General
10	How did you use a smartphone while riding your bicycle?	General	One-handed	General
10	How safe did you feel while operating the device?	Likert	3	Direct Touch (Tablet)
10	How comfortable did you feel?	Likert	3	Direct Touch (Tablet)
10	I could focus on cycling while using the input method.	Likert	3	Direct Touch (Tablet)
10	The input felt physically effortless.	Likert	3	Direct Touch (Tablet)
10	I found it easy to understand how to use the input method.	Likert	2	Direct Touch (Tablet)
10	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	4	Direct Touch (Tablet)
10	I could reach the targets precisely with the input method.	Likert	2	Direct Touch (Tablet)
10	How safe did you feel while operating the device?	Likert	4	Analog Stick (Remote)
10	How comfortable did you feel?	Likert	4	Analog Stick (Remote)
10	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
10	I could reach the targets precisely with the input method.	Likert	4	Analog Stick (Remote)
10	I could focus on cycling while using the input method.	Likert	4	Analog Stick (Remote)
10	The input felt physically effortless.	Likert	4	Analog Stick (Remote)
10	The remote control did not interfere with my grip or steering.	Likert	3	Analog Stick (Remote)
10	I enjoyed using this remote control.	Likert	4	Analog Stick (Remote)
10	How safe did you feel while operating the device?	Likert	5	Buttons (Remote)
10	How comfortable did you feel?	Likert	5	Buttons (Remote)
10	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
10	I could reach the targets precisely with the input method.	Likert	4	Buttons (Remote)
10	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
10	The input felt physically effortless.	Likert	5	Buttons (Remote)
10	The remote control did not interfere with my grip or steering.	Likert	4	Buttons (Remote)
10	I enjoyed using this remote control.	Likert	5	Buttons (Remote)
10	How safe did you feel while operating the device?	Likert	1	Indirect Touch (Remote)
10	How comfortable did you feel?	Likert	1	Indirect Touch (Remote)
10	I found it easy to understand how to use the input method.	Likert	1	Indirect Touch (Remote)
10	I could reach the targets precisely with the input method.	Likert	1	Indirect Touch (Remote)
10	I could focus on cycling while using the input method.	Likert	1	Indirect Touch (Remote)
10	The input felt physically effortless.	Likert	1	Indirect Touch (Remote)
10	The remote control did not interfere with my grip or steering.	Likert	3	Indirect Touch (Remote)
10	I enjoyed using this remote control.	Likert	1	Indirect Touch (Remote)
10	Which input method did you find the best overall?	Overall	Buttons (Remote)	Overall
10	Which input method did you find the easiest to use?	Overall	Buttons (Remote)	Overall
10	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
10	Which input method allowed you to select the targets most accurately?	Overall	Buttons (Remote)	Overall
10	Which input method allowed you to access the targets the quickest?	Overall	Buttons (Remote)	Overall
10	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
10	Do you have any suggestions for improving the input methods?	Overall		Overall
11	How old are you?	General	38	General
11	What is your gender?	General	Male	General
11	How often do you ride a bicycle?	General	(Almost) Every day	General
11	Which types of bicycles have you ridden so far?	General	Mountain bike;Road/Cyclocross/Gravel bike	General
11	How often do you use a smartphone while riding a bicycle?	General	2	General
11	If you used a smartphone while riding a bicycle, what did you do with it?	General	Use a smartphone to send text messages;Use a smartphone to read text messages;Use a smartphone to respond a call;Use a smartphone to make a call	General
11	In what environment did you use your smartphone while riding your bicycle?	General	Side road;Cycle lane / Cycle path;Country lane;Red traffic light	General
11	How did you use a smartphone while riding your bicycle?	General	One-handed	General
11	How safe did you feel while operating the device?	Likert	3	Indirect Touch (Remote)
11	How comfortable did you feel?	Likert	3	Indirect Touch (Remote)
11	I found it easy to understand how to use the input method.	Likert	5	Indirect Touch (Remote)
11	I could reach the targets precisely with the input method.	Likert	4	Indirect Touch (Remote)
11	I could focus on cycling while using the input method.	Likert	3	Indirect Touch (Remote)
11	The input felt physically effortless.	Likert	3	Indirect Touch (Remote)
11	The remote control did not interfere with my grip or steering.	Likert	3	Indirect Touch (Remote)
11	I enjoyed using this remote control.	Likert	3	Indirect Touch (Remote)
11	How safe did you feel while operating the device?	Likert	4	Direct Touch (Tablet)
11	How comfortable did you feel?	Likert	5	Direct Touch (Tablet)
11	I could focus on cycling while using the input method.	Likert	2	Direct Touch (Tablet)
11	The input felt physically effortless.	Likert	5	Direct Touch (Tablet)
11	I found it easy to understand how to use the input method.	Likert	5	Direct Touch (Tablet)
11	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	2	Direct Touch (Tablet)
11	I could reach the targets precisely with the input method.	Likert	5	Direct Touch (Tablet)
11	How safe did you feel while operating the device?	Likert	4	Analog Stick (Remote)
11	How comfortable did you feel?	Likert	4	Analog Stick (Remote)
11	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
11	I could reach the targets precisely with the input method.	Likert	4	Analog Stick (Remote)
11	I could focus on cycling while using the input method.	Likert	4	Analog Stick (Remote)
11	The input felt physically effortless.	Likert	5	Analog Stick (Remote)
11	The remote control did not interfere with my grip or steering.	Likert	3	Analog Stick (Remote)
11	I enjoyed using this remote control.	Likert	4	Analog Stick (Remote)
11	How safe did you feel while operating the device?	Likert	3	Buttons (Remote)
11	How comfortable did you feel?	Likert	2	Buttons (Remote)
11	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
11	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
11	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
11	The input felt physically effortless.	Likert	5	Buttons (Remote)
11	The remote control did not interfere with my grip or steering.	Likert	3	Buttons (Remote)
11	I enjoyed using this remote control.	Likert	4	Buttons (Remote)
11	Which input method did you find the best overall?	Overall	Direct Touch (Tablet)	Overall
11	Which input method did you find the easiest to use?	Overall	Direct Touch (Tablet)	Overall
11	Which input method did you feel the safest using?	Overall	Direct Touch (Tablet)	Overall
11	Which input method allowed you to select the targets most accurately?	Overall	Direct Touch (Tablet)	Overall
11	Which input method allowed you to access the targets the quickest?	Overall	Direct Touch (Tablet)	Overall
11	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Direct Touch (Tablet)	Overall
11	Do you have any suggestions for improving the input methods?	Overall		Overall
12	How old are you?	General	33	General
12	What is your gender?	General	Female	General
12	How often do you ride a bicycle?	General	At least once a week	General
12	Which types of bicycles have you ridden so far?	General	City/Trekking bike	General
12	How often do you use a smartphone while riding a bicycle?	General	2	General
12	If you used a smartphone while riding a bicycle, what did you do with it?	General	Looked up information on the Internet or for driving directions;Use a smartphone to send text messages;Use a smartphone to read text messages;Use a smartphone for music control	General
12	In what environment did you use your smartphone while riding your bicycle?	General	Side road;Country lane;Red traffic light	General
12	How did you use a smartphone while riding your bicycle?	General	One-handed;Voice assistent	General
12	How safe did you feel while operating the device?	Likert	3	Direct Touch (Tablet)
12	How comfortable did you feel?	Likert	2	Direct Touch (Tablet)
12	I could focus on cycling while using the input method.	Likert	3	Direct Touch (Tablet)
12	The input felt physically effortless.	Likert	4	Direct Touch (Tablet)
12	I found it easy to understand how to use the input method.	Likert	5	Direct Touch (Tablet)
12	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	4	Direct Touch (Tablet)
12	I could reach the targets precisely with the input method.	Likert	4	Direct Touch (Tablet)
12	How safe did you feel while operating the device?	Likert	4	Analog Stick (Remote)
12	How comfortable did you feel?	Likert	3	Analog Stick (Remote)
12	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
12	I could reach the targets precisely with the input method.	Likert	2	Analog Stick (Remote)
12	I could focus on cycling while using the input method.	Likert	3	Analog Stick (Remote)
12	The input felt physically effortless.	Likert	2	Analog Stick (Remote)
12	The remote control did not interfere with my grip or steering.	Likert	3	Analog Stick (Remote)
12	I enjoyed using this remote control.	Likert	2	Analog Stick (Remote)
12	How safe did you feel while operating the device?	Likert	4	Buttons (Remote)
12	How comfortable did you feel?	Likert	5	Buttons (Remote)
12	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
12	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
12	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
12	The input felt physically effortless.	Likert	4	Buttons (Remote)
12	The remote control did not interfere with my grip or steering.	Likert	3	Buttons (Remote)
12	I enjoyed using this remote control.	Likert	5	Buttons (Remote)
12	How safe did you feel while operating the device?	Likert	2	Indirect Touch (Remote)
12	How comfortable did you feel?	Likert	1	Indirect Touch (Remote)
12	I found it easy to understand how to use the input method.	Likert	2	Indirect Touch (Remote)
12	I could reach the targets precisely with the input method.	Likert	1	Indirect Touch (Remote)
12	I could focus on cycling while using the input method.	Likert	2	Indirect Touch (Remote)
12	The input felt physically effortless.	Likert	2	Indirect Touch (Remote)
12	The remote control did not interfere with my grip or steering.	Likert	2	Indirect Touch (Remote)
12	I enjoyed using this remote control.	Likert	1	Indirect Touch (Remote)
12	Which input method did you find the best overall?	Overall	Buttons (Remote)	Overall
12	Which input method did you find the easiest to use?	Overall	Buttons (Remote)	Overall
12	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
12	Which input method allowed you to select the targets most accurately?	Overall	Buttons (Remote)	Overall
12	Which input method allowed you to access the targets the quickest?	Overall	Direct Touch (Tablet)	Overall
12	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
12	Do you have any suggestions for improving the input methods?	Overall		Overall
13	How old are you?	General	67	General
13	What is your gender?	General	Male	General
13	How often do you ride a bicycle?	General	(Almost) Every day	General
13	Which types of bicycles have you ridden so far?	General	Mountain bike;Road/Cyclocross/Gravel bike	General
13	How often do you use a smartphone while riding a bicycle?	General	1	General
13	If you used a smartphone while riding a bicycle, what did you do with it?	General		General
13	In what environment did you use your smartphone while riding your bicycle?	General		General
13	How did you use a smartphone while riding your bicycle?	General		General
13	How safe did you feel while operating the device?	Likert	4	Buttons (Remote)
13	How comfortable did you feel?	Likert	4	Buttons (Remote)
13	I found it easy to understand how to use the input method.	Likert	4	Buttons (Remote)
13	I could reach the targets precisely with the input method.	Likert	3	Buttons (Remote)
13	I could focus on cycling while using the input method.	Likert	3	Buttons (Remote)
13	The input felt physically effortless.	Likert	4	Buttons (Remote)
13	The remote control did not interfere with my grip or steering.	Likert	3	Buttons (Remote)
13	I enjoyed using this remote control.	Likert	3	Buttons (Remote)
13	How safe did you feel while operating the device?	Likert	4	Analog Stick (Remote)
13	How comfortable did you feel?	Likert	4	Analog Stick (Remote)
13	I found it easy to understand how to use the input method.	Likert	4	Analog Stick (Remote)
13	I could reach the targets precisely with the input method.	Likert	4	Analog Stick (Remote)
13	I could focus on cycling while using the input method.	Likert	4	Analog Stick (Remote)
13	The input felt physically effortless.	Likert	5	Analog Stick (Remote)
13	The remote control did not interfere with my grip or steering.	Likert	4	Analog Stick (Remote)
13	I enjoyed using this remote control.	Likert	4	Analog Stick (Remote)
13	How safe did you feel while operating the device?	Likert	2	Direct Touch (Tablet)
13	How comfortable did you feel?	Likert	2	Direct Touch (Tablet)
13	I could focus on cycling while using the input method.	Likert	2	Direct Touch (Tablet)
13	The input felt physically effortless.	Likert	2	Direct Touch (Tablet)
13	I found it easy to understand how to use the input method.	Likert	3	Direct Touch (Tablet)
13	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	4	Direct Touch (Tablet)
13	I could reach the targets precisely with the input method.	Likert	2	Direct Touch (Tablet)
13	How safe did you feel while operating the device?	Likert	4	Indirect Touch (Remote)
13	How comfortable did you feel?	Likert	3	Indirect Touch (Remote)
13	I found it easy to understand how to use the input method.	Likert	3	Indirect Touch (Remote)
13	I could reach the targets precisely with the input method.	Likert	1	Indirect Touch (Remote)
13	I could focus on cycling while using the input method.	Likert	3	Indirect Touch (Remote)
13	The input felt physically effortless.	Likert	4	Indirect Touch (Remote)
13	The remote control did not interfere with my grip or steering.	Likert	3	Indirect Touch (Remote)
13	I enjoyed using this remote control.	Likert	2	Indirect Touch (Remote)
13	Which input method did you find the best overall?	Overall	Analog Stick (Remote)	Overall
13	Which input method did you find the easiest to use?	Overall	Analog Stick (Remote)	Overall
13	Which input method did you feel the safest using?	Overall	Analog Stick (Remote)	Overall
13	Which input method allowed you to select the targets most accurately?	Overall	Buttons (Remote)	Overall
13	Which input method allowed you to access the targets the quickest?	Overall	Analog Stick (Remote)	Overall
13	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Analog Stick (Remote)	Overall
13	Do you have any suggestions for improving the input methods?	Overall	Etwas trägeres Ansprechverhalten bei Analog Stick 	Overall
14	How old are you?	General	31	General
14	What is your gender?	General	Female	General
14	How often do you ride a bicycle?	General	(Almost) Every day	General
14	Which types of bicycles have you ridden so far?	General	City/Trekking bike;Mountain bike	General
14	How often do you use a smartphone while riding a bicycle?	General	2	General
14	If you used a smartphone while riding a bicycle, what did you do with it?	General	Looked up information on the Internet or for driving directions;Use a smartphone to respond a call;Use a smartphone to make a call	General
14	In what environment did you use your smartphone while riding your bicycle?	General	Side road;Cycle lane / Cycle path;Country lane	General
14	How did you use a smartphone while riding your bicycle?	General	Two-handed;One-handed;Headphone remote control	General
14	How safe did you feel while operating the device?	Likert	5	Analog Stick (Remote)
14	How comfortable did you feel?	Likert	3	Analog Stick (Remote)
14	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
14	I could reach the targets precisely with the input method.	Likert	2	Analog Stick (Remote)
14	I could focus on cycling while using the input method.	Likert	3	Analog Stick (Remote)
14	The input felt physically effortless.	Likert	4	Analog Stick (Remote)
14	The remote control did not interfere with my grip or steering.	Likert	4	Analog Stick (Remote)
14	I enjoyed using this remote control.	Likert	2	Analog Stick (Remote)
14	How safe did you feel while operating the device?	Likert	5	Indirect Touch (Remote)
14	How comfortable did you feel?	Likert	5	Indirect Touch (Remote)
14	I found it easy to understand how to use the input method.	Likert	5	Indirect Touch (Remote)
14	I could reach the targets precisely with the input method.	Likert	4	Indirect Touch (Remote)
14	I could focus on cycling while using the input method.	Likert	4	Indirect Touch (Remote)
14	The input felt physically effortless.	Likert	5	Indirect Touch (Remote)
14	The remote control did not interfere with my grip or steering.	Likert	4	Indirect Touch (Remote)
14	I enjoyed using this remote control.	Likert	5	Indirect Touch (Remote)
14	How safe did you feel while operating the device?	Likert	5	Buttons (Remote)
14	How comfortable did you feel?	Likert	5	Buttons (Remote)
14	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
14	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
14	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
14	The input felt physically effortless.	Likert	5	Buttons (Remote)
14	The remote control did not interfere with my grip or steering.	Likert	4	Buttons (Remote)
14	I enjoyed using this remote control.	Likert	5	Buttons (Remote)
14	How safe did you feel while operating the device?	Likert	4	Direct Touch (Tablet)
14	How comfortable did you feel?	Likert	4	Direct Touch (Tablet)
14	I could focus on cycling while using the input method.	Likert	2	Direct Touch (Tablet)
14	The input felt physically effortless.	Likert	4	Direct Touch (Tablet)
14	I found it easy to understand how to use the input method.	Likert	4	Direct Touch (Tablet)
14	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	3	Direct Touch (Tablet)
14	I could reach the targets precisely with the input method.	Likert	5	Direct Touch (Tablet)
14	Which input method did you find the best overall?	Overall	Buttons (Remote)	Overall
14	Which input method did you find the easiest to use?	Overall	Buttons (Remote)	Overall
14	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
14	Which input method allowed you to select the targets most accurately?	Overall	Buttons (Remote)	Overall
14	Which input method allowed you to access the targets the quickest?	Overall	Direct Touch (Tablet)	Overall
14	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
14	Do you have any suggestions for improving the input methods?	Overall	Using a more sensitive joystick 	Overall
15	How old are you?	General	24	General
15	What is your gender?	General	Male	General
15	How often do you ride a bicycle?	General	At least once a week	General
15	Which types of bicycles have you ridden so far?	General	Mountain bike	General
15	How often do you use a smartphone while riding a bicycle?	General	2	General
15	If you used a smartphone while riding a bicycle, what did you do with it?	General	Looked up information on the Internet or for driving directions;Use a smartphone to send text messages;Use a smartphone to read text messages;Use a smartphone to respond a call	General
15	In what environment did you use your smartphone while riding your bicycle?	General	Side road;Country lane;Red traffic light	General
15	How did you use a smartphone while riding your bicycle?	General	One-handed	General
15	How safe did you feel while operating the device?	Likert	5	Direct Touch (Tablet)
15	How comfortable did you feel?	Likert	5	Direct Touch (Tablet)
15	I could focus on cycling while using the input method.	Likert	4	Direct Touch (Tablet)
15	The input felt physically effortless.	Likert	5	Direct Touch (Tablet)
15	I found it easy to understand how to use the input method.	Likert	4	Direct Touch (Tablet)
15	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	2	Direct Touch (Tablet)
15	I could reach the targets precisely with the input method.	Likert	5	Direct Touch (Tablet)
15	How safe did you feel while operating the device?	Likert	3	Analog Stick (Remote)
15	How comfortable did you feel?	Likert	3	Analog Stick (Remote)
15	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
15	I could reach the targets precisely with the input method.	Likert	2	Analog Stick (Remote)
15	I could focus on cycling while using the input method.	Likert	3	Analog Stick (Remote)
15	The input felt physically effortless.	Likert	3	Analog Stick (Remote)
15	The remote control did not interfere with my grip or steering.	Likert	2	Analog Stick (Remote)
15	I enjoyed using this remote control.	Likert	2	Analog Stick (Remote)
15	How safe did you feel while operating the device?	Likert	4	Buttons (Remote)
15	How comfortable did you feel?	Likert	3	Buttons (Remote)
15	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
15	I could reach the targets precisely with the input method.	Likert	4	Buttons (Remote)
15	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
15	The input felt physically effortless.	Likert	4	Buttons (Remote)
15	The remote control did not interfere with my grip or steering.	Likert	3	Buttons (Remote)
15	I enjoyed using this remote control.	Likert	4	Buttons (Remote)
15	How safe did you feel while operating the device?	Likert	2	Indirect Touch (Remote)
15	How comfortable did you feel?	Likert	2	Indirect Touch (Remote)
15	I found it easy to understand how to use the input method.	Likert	4	Indirect Touch (Remote)
15	I could reach the targets precisely with the input method.	Likert	3	Indirect Touch (Remote)
15	I could focus on cycling while using the input method.	Likert	2	Indirect Touch (Remote)
15	The input felt physically effortless.	Likert	3	Indirect Touch (Remote)
15	The remote control did not interfere with my grip or steering.	Likert	2	Indirect Touch (Remote)
15	I enjoyed using this remote control.	Likert	2	Indirect Touch (Remote)
15	Which input method did you find the best overall?	Overall	Direct Touch (Tablet)	Overall
15	Which input method did you find the easiest to use?	Overall	Direct Touch (Tablet)	Overall
15	Which input method did you feel the safest using?	Overall	Direct Touch (Tablet)	Overall
15	Which input method allowed you to select the targets most accurately?	Overall	Direct Touch (Tablet)	Overall
15	Which input method allowed you to access the targets the quickest?	Overall	Direct Touch (Tablet)	Overall
15	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Direct Touch (Tablet)	Overall
15	Do you have any suggestions for improving the input methods?	Overall		Overall
17	How old are you?	General	45	General
17	What is your gender?	General	Male	General
17	How often do you ride a bicycle?	General	At least once a week	General
17	Which types of bicycles have you ridden so far?	General	City/Trekking bike;Mountain bike;EMTB	General
17	How often do you use a smartphone while riding a bicycle?	General	5	General
17	If you used a smartphone while riding a bicycle, what did you do with it?	General	Looked up information on the Internet or for driving directions;Use a smartphone to send text messages;Use a smartphone to read text messages;Use a smartphone to respond a call;Use a smartphone for music control	General
17	In what environment did you use your smartphone while riding your bicycle?	General	Main road;Side road;Cycle lane / Cycle path;Country lane	General
17	How did you use a smartphone while riding your bicycle?	General	Two-handed;One-handed	General
17	How safe did you feel while operating the device?	Likert	5	Buttons (Remote)
17	How comfortable did you feel?	Likert	5	Buttons (Remote)
17	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
17	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
17	I could focus on cycling while using the input method.	Likert	3	Buttons (Remote)
17	The input felt physically effortless.	Likert	4	Buttons (Remote)
17	The remote control did not interfere with my grip or steering.	Likert	4	Buttons (Remote)
17	I enjoyed using this remote control.	Likert	5	Buttons (Remote)
17	How safe did you feel while operating the device?	Likert	1	Analog Stick (Remote)
17	How comfortable did you feel?	Likert	1	Analog Stick (Remote)
17	I found it easy to understand how to use the input method.	Likert	1	Analog Stick (Remote)
17	I could reach the targets precisely with the input method.	Likert	1	Analog Stick (Remote)
17	I could focus on cycling while using the input method.	Likert	1	Analog Stick (Remote)
17	The input felt physically effortless.	Likert	1	Analog Stick (Remote)
17	The remote control did not interfere with my grip or steering.	Likert	1	Analog Stick (Remote)
17	I enjoyed using this remote control.	Likert	1	Analog Stick (Remote)
17	How safe did you feel while operating the device?	Likert	5	Direct Touch (Tablet)
17	How comfortable did you feel?	Likert	5	Direct Touch (Tablet)
17	I could focus on cycling while using the input method.	Likert	1	Direct Touch (Tablet)
17	The input felt physically effortless.	Likert	5	Direct Touch (Tablet)
17	I found it easy to understand how to use the input method.	Likert	5	Direct Touch (Tablet)
17	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	5	Direct Touch (Tablet)
17	I could reach the targets precisely with the input method.	Likert	5	Direct Touch (Tablet)
17	How safe did you feel while operating the device?	Likert	1	Indirect Touch (Remote)
17	How comfortable did you feel?	Likert	1	Indirect Touch (Remote)
17	I found it easy to understand how to use the input method.	Likert	1	Indirect Touch (Remote)
17	I could reach the targets precisely with the input method.	Likert	1	Indirect Touch (Remote)
17	I could focus on cycling while using the input method.	Likert	1	Indirect Touch (Remote)
17	The input felt physically effortless.	Likert	1	Indirect Touch (Remote)
17	The remote control did not interfere with my grip or steering.	Likert	1	Indirect Touch (Remote)
17	I enjoyed using this remote control.	Likert	1	Indirect Touch (Remote)
17	Which input method did you find the best overall?	Overall	Direct Touch (Tablet)	Overall
17	Which input method did you find the easiest to use?	Overall	Buttons (Remote)	Overall
17	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
17	Which input method allowed you to select the targets most accurately?	Overall	Direct Touch (Tablet)	Overall
17	Which input method allowed you to access the targets the quickest?	Overall	Buttons (Remote)	Overall
17	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
17	Do you have any suggestions for improving the input methods?	Overall		Overall
16	How old are you?	General	25	General
16	What is your gender?	General	Female	General
16	How often do you ride a bicycle?	General	At least once a month	General
16	Which types of bicycles have you ridden so far?	General	City/Trekking bike	General
16	How often do you use a smartphone while riding a bicycle?	General	1	General
16	If you used a smartphone while riding a bicycle, what did you do with it?	General	Looked up information on the Internet or for driving directions;Use a smartphone for music control	General
16	In what environment did you use your smartphone while riding your bicycle?	General	Country lane	General
16	How did you use a smartphone while riding your bicycle?	General	One-handed;Headphone remote control	General
16	How safe did you feel while operating the device?	Likert	5	Direct Touch (Tablet)
16	How comfortable did you feel?	Likert	5	Direct Touch (Tablet)
16	I could focus on cycling while using the input method.	Likert	2	Direct Touch (Tablet)
16	The input felt physically effortless.	Likert	4	Direct Touch (Tablet)
16	I found it easy to understand how to use the input method.	Likert	3	Direct Touch (Tablet)
16	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	3	Direct Touch (Tablet)
16	I could reach the targets precisely with the input method.	Likert	4	Direct Touch (Tablet)
16	How safe did you feel while operating the device?	Likert	3	Buttons (Remote)
16	How comfortable did you feel?	Likert	3	Buttons (Remote)
16	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
16	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
16	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
16	The input felt physically effortless.	Likert	5	Buttons (Remote)
16	The remote control did not interfere with my grip or steering.	Likert	3	Buttons (Remote)
16	I enjoyed using this remote control.	Likert	2	Buttons (Remote)
16	How safe did you feel while operating the device?	Likert	4	Indirect Touch (Remote)
